Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
18.101.8.10-192.168.8.100-443-56078-6,18.101.8.10,443,192.168.8.100,56078,6,12/06/2026 06:34:23 PM,37007487,3,3,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0.0,0.0,0.0,0.0,0.6485174202722817,0.1621293550680704,7401497.4,1.255267803013916E7,2.8981599E7,19.0,8025863.0,4012931.5,5661246.08971033,8016037.0,9826.0,3.7007468E7,1.8503734E7,1.481793878771437E7,2.8981599E7,8025869.0,0,0,0,0,60,60,0.0810646775340352,0.0810646775340352,0.0,24.0,3.428571428571429,9.071147352221454,82.28571428571429,2,0,0,1,6,0,0,0,1.0,4.0,8.0,0.0,0,0,0,0,0,0,1,12,1,0,19,1024,1,20,4935.0,6952.273872626135,9851.0,19.0,1.84988085E7,1.4824904496615838E7,2.8981599E7,8016018.0,NeedManualLabel
18.101.8.10-192.168.8.100-443-56079-6,18.101.8.10,443,192.168.8.100,56079,6,12/06/2026 06:34:23 PM,36940544,3,3,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0.0,0.0,0.0,0.0,0.6496926520627309,0.16242316301568271,7388108.8,1.2540421035594845E7,2.8951512E7,18.0,7988970.0,3994485.0,5645158.703331554,7986215.0,2755.0,3.6940526E7,1.8470263E7,1.482272448640944E7,2.8951512E7,7989014.0,0,0,0,0,60,60,0.08121158150784136,0.08121158150784136,0.0,24.0,3.428571428571429,9.071147352221454,82.28571428571429,2,0,0,1,6,0,0,0,1.0,4.0,8.0,0.0,0,0,0,0,0,0,1,12,1,0,14,1024,1,20,1417.5,1979.1918805411465,2817.0,18.0,1.84688545E7,1.4824716406212043E7,2.8951512E7,7986197.0,NeedManualLabel
192.168.8.100-91.198.51.137-56134-443-6,192.168.8.100,56134,91.198.51.137,443,6,12/06/2026 06:35:08 PM,336988,3,4,203.0,7.0,203.0,0.0,67.66666666666667,117.20210464549403,7.0,0.0,1.75,3.5000000000000004,623.1675905373485,20.772253017911616,56164.66666666667,85744.54806847294,178003.0,0.0,178338.0,89169.0,125815.5095765224,178134.0,204.0,158985.0,52995.0,88546.03870868533,155216.0,0.0,0,0,0,0,72,92,8.90239415053355,11.869858867378067,0.0,203.0,26.250000000000004,71.45977889694313,5106.5,1,2,0,2,6,0,0,0,1.0,30.0,67.66666666666667,1.75,0,0,0,0,0,0,0,0,0,0,64240,501,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-91.198.51.137-56136-443-6,192.168.8.100,56136,91.198.51.137,443,6,12/06/2026 06:35:10 PM,320869,3,4,203.0,7.0,203.0,0.0,67.66666666666667,117.20210464549403,7.0,0.0,1.75,3.5000000000000004,654.4726975806326,21.815756586021084,53478.16666666667,80542.66563857112,161893.0,1.0,152970.0,76485.0,108034.60245680547,152877.0,93.0,168063.0,56021.0,91878.92563586059,162057.0,1.0,0,0,0,0,72,92,9.349609965437608,12.466146620583478,0.0,203.0,26.250000000000004,71.45977889694313,5106.5,1,2,0,2,6,0,0,0,1.0,30.0,67.66666666666667,1.75,0,0,0,0,0,0,0,0,0,0,64240,501,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-91.198.51.137-56139-443-6,192.168.8.100,56139,91.198.51.137,443,6,12/06/2026 06:35:11 PM,476759,4,5,203.0,7.0,203.0,0.0,50.75,101.5,7.0,0.0,1.4,3.1304951684997055,440.47411795057883,18.87746219788195,59594.875,111140.13606567353,264642.0,0.0,476679.0,158893.0,140050.2269651856,264685.0,72.0,212117.0,53029.25,105896.56119495413,211874.0,0.0,0,0,0,0,92,112,8.389983199058644,10.487478998823304,0.0,203.0,21.0,63.98610960374308,4094.222222222222,2,2,0,2,8,0,0,0,1.0,23.333333333333332,50.75,1.4,0,0,0,0,0,0,0,0,0,0,64240,501,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
4.203.73.113-192.168.8.100-443-55992-6,4.203.73.113,443,192.168.8.100,55992,6,12/06/2026 06:35:13 PM,437,2,3,77.0,0.0,46.0,31.0,38.5,10.606601717798213,0.0,0.0,0.0,0.0,176201.37299771167,11441.647597254005,109.25,160.57474894889296,349.0,13.0,374.0,374.0,0.0,374.0,374.0,412.0,206.0,220.61731573020282,362.0,50.0,1,0,0,0,40,60,4576.659038901602,6864.988558352403,0.0,46.0,20.5,23.11493023999856,534.3,2,0,0,2,5,0,0,0,1.0,24.6,38.5,0.0,0,0,0,0,0,0,0,0,0,0,63,1022,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
4.203.73.113-192.168.8.100-443-55990-6,4.203.73.113,443,192.168.8.100,55990,6,12/06/2026 06:35:13 PM,370,2,3,77.0,0.0,46.0,31.0,38.5,10.606601717798213,0.0,0.0,0.0,0.0,208108.1081081081,13513.513513513513,92.5,123.6567830731497,275.0,10.0,337.0,337.0,0.0,337.0,337.0,308.0,154.0,185.26197667087544,285.0,23.0,1,0,0,0,40,60,5405.405405405406,8108.108108108108,0.0,46.0,20.5,23.11493023999856,534.3,2,0,0,2,5,0,0,0,1.0,24.6,38.5,0.0,0,0,0,0,0,0,0,0,0,0,56,1019,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
104.18.13.97-192.168.8.100-443-54910-6,104.18.13.97,443,192.168.8.100,54910,6,12/06/2026 06:34:33 PM,50045506,6,3,78.0,90.0,26.0,0.0,13.0,14.24078649513432,30.0,30.0,30.0,0.0,3.356944777419175,0.17983632736174152,6255688.250000001,1.1541085504130384E7,2.495451E7,301.0,5.0045506E7,1.00091012E7,1.3643086361230666E7,2.495451E7,44895.0,4.9999627E7,2.49998135E7,706.399674405361,2.5000313E7,2.4999314E7,1,0,0,0,120,60,0.11989088490782768,0.05994544245391384,0.0,30.0,19.400000000000002,13.50061726983869,182.26666666666668,0,0,0,6,9,0,0,0,0.0,21.555555555555557,13.0,30.0,0,0,0,0,0,0,3,39,1,45,16,1026,2,20,45460.0,799.0306627407987,46025.0,44895.0,2.49543535E7,221.32442251138937,2.495451E7,2.4954197E7,NeedManualLabel
192.168.8.100-172.217.192.132-52097-443-17,192.168.8.100,52097,172.217.192.132,443,17,12/06/2026 06:35:29 PM,1395848,67,106,7644.0,101752.0,1250.0,30.0,114.08955223880596,255.762717409053,1250.0,22.0,959.9245283018868,501.38149524447437,78372.43023595693,123.93899622308446,8115.39534883721,24878.67310012538,248823.0,0.0,973385.0,14748.257575757578,22423.68123919998,115271.0,22.0,1342706.0,12787.676190476188,33073.75451649262,248823.0,0.0,0,0,0,0,536,848,47.99949564709051,75.93950057599395,22.0,1250.0,635.8965517241384,591.178162058105,349491.6192943991,0,0,0,0,0,0,0,0,1.0,639.5722543352601,114.08955223880596,959.9245283018868,0,0,0,109396,173,78372,0,0,0,0,0,0,66,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-34.111.222.254-56211-443-17,192.168.8.100,56211,34.111.222.254,443,17,12/06/2026 06:34:34 PM,970578,10,13,4561.0,7747.0,1250.0,31.0,456.09999999999997,572.6828577455026,1250.0,22.0,595.9230769230769,562.5856174157645,12681.103424969451,23.697219594921787,44117.18181818182,159879.22989397083,753505.0,0.0,899729.0,99969.88888888889,246353.31966631,753729.0,26.0,915993.0,76332.75,225199.51785558148,787278.0,0.0,0,0,0,0,80,104,10.303138954313821,13.394080640607967,22.0,1250.0,564.9166666666665,565.2998370750705,319563.9057971013,0,0,0,0,0,0,0,0,1.0,589.4782608695652,456.1,595.9230769230769,0,0,0,12308,23,12681,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-108.177.123.95-51582-443-17,192.168.8.100,51582,108.177.123.95,443,17,12/06/2026 06:35:02 PM,9059929,34,44,14214.0,31989.0,1250.0,31.0,418.05882352941177,513.1430151631173,1250.0,22.0,727.0227272727274,586.4062203672572,5099.708838777876,8.609338991508652,117661.41558441558,912593.977038823,8009151.0,0.0,9059929.0,274543.30303030304,1399107.7743358552,8055757.0,8.0,8931972.0,207720.27906976742,1234267.407609109,8093380.0,0.0,0,0,0,0,272,352,3.7527887911704383,4.856550200338215,22.0,1250.0,600.6708860759494,574.3871811636312,329920.6338851022,0,0,0,0,0,0,0,0,1.0,608.3717948717949,418.05882352941177,727.0227272727273,0,0,0,23101,39,43970,34,14214,44,31989,0,0,33,8,268498.0,0.0,268498.0,268498.0,8009151.0,0.0,8009151.0,8009151.0,NeedManualLabel
192.168.8.100-142.250.0.139-52700-443-17,192.168.8.100,52700,142.250.0.139,443,17,12/06/2026 06:35:11 PM,155144,15,14,7325.0,6927.0,1250.0,31.0,488.3333333333333,576.5118839893523,1250.0,22.0,494.7857142857142,552.8122756306267,91863.04336616305,186.92311658845975,5540.857142857142,17099.60851341835,86465.0,0.0,155144.0,11081.714285714286,24807.726083834234,87739.0,9.0,67070.0,5159.230769230769,13169.483678526443,48047.0,0.0,0,0,0,0,120,112,96.68437064920332,90.23874593925643,22.0,1250.0,516.7333333333336,562.7047938817221,316636.6850574714,0,0,0,0,0,0,0,0,0.0,534.551724137931,488.3333333333333,494.7857142857143,0,0,0,14252,29,91863,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-216.239.36.223-49468-443-17,192.168.8.100,49468,216.239.36.223,443,17,12/06/2026 06:35:10 PM,507384,11,15,4599.0,6456.0,1250.0,31.0,418.0909090909091,553.1843191099066,1250.0,24.0,430.4,508.5085755703353,21788.23139870394,51.24323983412958,20295.36,43198.71129624895,176776.0,0.0,418402.0,41840.2,59943.70635632512,177027.0,26.0,429838.0,30702.714285714283,53430.158729991505,176901.0,0.0,0,0,0,0,88,120,21.67983223751636,29.56340759661322,24.0,1250.0,455.7407407407408,531.1936915022033,282166.7378917379,0,0,0,0,0,0,0,0,1.0,473.2692307692308,418.09090909090907,430.4,0,0,0,11055,26,21788,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-172.217.192.139-57906-443-17,192.168.8.100,57906,172.217.192.139,443,17,12/06/2026 06:34:25 PM,76879344,43,41,21037.0,5728.0,1250.0,30.0,489.23255813953483,560.9878123287485,832.0,22.0,139.7073170731707,214.98967927582467,348.1429290031403,1.092621185737485,926257.1566265061,3548815.803842601,1.7191026E7,0.0,7.6851543E7,1829798.6428571423,4891673.870248565,1.7256833E7,9.0,7.6819863E7,1920496.5750000002,4982869.324507078,1.7267226E7,0.0,0,0,0,0,344,328,0.5593179879370459,0.5333031978004391,22.0,1250.0,329.54117647058814,469.04788447148,220005.91792717087,0,0,0,0,0,0,0,0,0.0,333.4642857142857,489.2325581395349,139.70731707317074,0,0,0,4460,14,7577,8,4207,8,1145,0,0,42,8,628145.6,585958.6099237726,1675085.0,337455.0,1.46694046E7,2606387.516525373,1.7191026E7,1.0265412E7,NeedManualLabel
192.168.8.100-216.239.36.180-61531-443-17,192.168.8.100,61531,216.239.36.180,443,17,12/06/2026 06:34:26 PM,434476,13,15,7317.0,4664.0,1250.0,32.0,562.8461538461538,579.2208626183174,1250.0,21.0,310.9333333333333,464.52609747795145,27575.74641637283,64.44544692917445,16091.703703703703,39497.25934096306,191074.0,0.0,364815.0,30401.25,55347.98884598658,191327.0,14.0,369796.0,26414.0,58504.27441451805,217990.0,0.0,0,0,0,0,104,120,29.921100359973856,34.5243465692006,21.0,1250.0,456.24137931034477,539.2274006902583,290766.18965517235,0,0,0,0,0,0,0,0,1.0,472.5357142857143,562.8461538461538,310.93333333333334,0,0,0,11981,28,27575,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-64.233.190.188-57971-443-6,192.168.8.100,57971,64.233.190.188,443,6,12/06/2026 06:34:30 PM,44116285,3,3,27.0,26.0,26.0,0.0,9.0,14.730919862656235,26.0,0.0,8.666666666666666,15.01110699893027,1.2013704236428793,0.13600419890296747,8823257.0,1.9586931683528382E7,4.3861409E7,45613.0,4.4116285E7,2.20581425E7,3.092228229420915E7,4.3923498E7,192787.0,4.4008583E7,2.20042915E7,3.0984263032007273E7,4.3913474E7,95109.0,0,0,0,0,60,72,0.06800209945148374,0.06800209945148374,0.0,26.0,7.714285714285714,12.499523800453169,156.23809523809524,0,0,0,2,6,0,0,0,1.0,9.0,9.0,8.666666666666666,0,0,0,0,0,0,3,27,3,26,1023,1048,1,20,62089.0,0.0,62089.0,62089.0,4.3861409E7,0.0,4.3861409E7,4.3861409E7,NeedManualLabel
192.168.8.100-64.233.190.93-61312-443-17,192.168.8.100,61312,64.233.190.93,443,17,12/06/2026 06:34:39 PM,4722341,17,19,9213.0,4505.0,1250.0,31.0,541.9411764705883,578.0977934774786,1250.0,21.0,237.1052631578948,417.1543672093958,2904.9151681337707,7.623337662400915,134924.0285714286,672077.8271271199,3987784.0,1.0,4651931.0,290745.68749999994,1007073.0086791601,4058323.0,25.0,4670842.0,259491.22222222225,946072.3829091301,4040937.0,1.0,0,0,0,0,136,152,3.599909451689321,4.023428210711594,21.0,1250.0,404.54054054054063,528.3063397202314,279107.58858858864,0,0,0,0,0,0,0,0,1.0,415.77777777777777,541.9411764705883,237.10526315789474,0,0,0,6859,18,18675,17,9213,19,4505,0,0,16,8,0,0,0,0,0,0,0,0,NeedManualLabel
172.64.148.235-192.168.8.100-443-55949-6,172.64.148.235,443,192.168.8.100,55949,6,12/06/2026 06:34:24 PM,80010792,10,5,120.0,140.0,24.0,0.0,12.0,12.649110640673518,28.0,28.0,28.0,0.0,3.249561634135555,0.18747470966166666,5715056.571428572,9362633.089814011,2.0001445E7,152.0,8.0010792E7,8890088.0,1.0520984655426137E7,2.0001445E7,15769.0,7.9995055E7,1.999876375E7,15356.455198059666,2.0018222E7,1.9982129E7,1,0,0,0,200,100,0.12498313977444443,0.062491569887222216,0.0,28.0,17.75,12.476644848141936,155.66666666666669,0,0,0,10,15,0,0,0,0.0,18.933333333333334,12.0,28.0,0,0,0,0,0,0,2,30,1,35,19,1026,4,20,18581.75,4213.799344613679,24867.0,15857.0,1.9980174E7,16647.83151044003,2.0001445E7,1.9966428E7,NeedManualLabel
192.168.8.100-142.251.0.102-51364-443-17,192.168.8.100,51364,142.251.0.102,443,17,12/06/2026 06:35:00 PM,15398669,63,98,15176.0,74723.0,1250.0,30.0,240.8888888888889,405.1354258290044,1250.0,23.0,762.4795918367346,558.1199521809913,5838.101981411511,10.455449104075164,96241.68124999994,748095.0239736298,8559252.0,0.0,1.5321111E7,247114.69354838718,1201941.5471631326,8606077.0,10.0,1.5346958E7,158216.0618556701,968851.0138054403,8636272.0,0.0,0,0,0,0,504,784,4.091262692898977,6.3641864111761866,23.0,1250.0,562.6481481481478,564.4753676191046,318632.4406487234,0,0,0,0,0,0,0,0,1.0,566.1428571428571,240.88888888888889,762.4795918367347,0,0,0,29966,53,32670,31,7588,49,37361,0,0,62,8,5808466.0,0.0,5808466.0,5808466.0,8559252.0,0.0,8559252.0,8559252.0,NeedManualLabel
192.168.8.100-91.198.51.137-56134-443-6,192.168.8.100,56134,91.198.51.137,443,6,12/06/2026 06:35:09 PM,1150095,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.608480169029515,575047.5,599075.714263648,998658.0,151437.0,998658.0,998658.0,0.0,998658.0,998658.0,0,0,0,0,0,0,0,0,0,40,20,1.7389867793530098,0.8694933896765049,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1028,501,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-142.250.0.102-59762-443-17,192.168.8.100,59762,142.250.0.102,443,17,12/06/2026 06:35:10 PM,26399065,26,29,7845.0,7641.0,1250.0,31.0,301.7307692307693,477.16416945888193,1250.0,21.0,263.48275862068965,427.53325858009947,586.6116849214167,2.083407120668857,488871.57407407404,2248444.4844704797,1.330775E7,0.0,2.6399065E7,1055962.5999999999,3259200.6102030855,1.3379626E7,28.0,2.6116299E7,932724.9642857143,3169368.262475914,1.3804469E7,0.0,0,0,0,0,208,232,0.9848833661343688,1.0985237545344881,21.0,1250.0,298.8571428571429,462.2334879718229,213659.79740259735,0,0,0,0,0,0,0,0,1.0,304.2909090909091,301.7307692307692,263.48275862068965,0,0,0,5162,18,5207,13,3922,14,3820,0,0,25,8,963056.0,913458.924713093,1608969.0,317143.0,1.17127145E7,2255720.8365665507,1.330775E7,1.0117679E7,NeedManualLabel
192.168.8.100-64.233.190.94-59101-443-17,192.168.8.100,59101,64.233.190.94,443,17,12/06/2026 06:35:15 PM,184371,7,9,3972.0,5209.0,1250.0,31.0,567.4285714285714,638.7883992744538,1250.0,25.0,578.7777777777778,577.8593638978643,49796.33456454648,86.78154373518612,12291.4,29734.500641510695,107602.0,0.0,184371.0,30728.5,48140.02722786932,108045.0,24.0,49563.0,6195.375,17487.633654651097,49475.0,0.0,0,0,0,0,56,72,37.96692538414393,48.81461835104219,25.0,1250.0,613.5882352941177,588.9883338003743,346907.2573529412,0,0,0,0,0,0,0,0,1.0,651.9375,567.4285714285714,578.7777777777778,0,0,0,9181,16,49796,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-172.217.192.100-55728-443-17,192.168.8.100,55728,172.217.192.100,443,17,12/06/2026 06:35:28 PM,648994,18,11,15195.0,6647.0,1250.0,32.0,844.1666666666667,569.2192020654257,1250.0,29.0,604.2727272727274,570.9383663599936,33655.164762694265,44.68454253814365,23178.35714285714,57920.74992430303,198600.0,1.0,648994.0,38176.11764705883,94343.09849286958,351832.0,9.0,261010.0,26101.0,60972.875698042066,192800.0,1.0,0,0,0,0,144,88,27.73523329953744,16.94930923860621,29.0,1250.0,769.7333333333333,569.3134360839792,324117.78850574716,0,0,0,0,0,0,0,0,0.0,796.2758620689655,844.1666666666666,604.2727272727273,0,0,0,21842,29,33655,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,NeedManualLabel
172.64.148.235-192.168.8.100-443-55179-6,172.64.148.235,443,192.168.8.100,55179,6,12/06/2026 06:34:24 PM,79988861,10,5,120.0,140.0,24.0,0.0,12.0,12.649110640673518,28.0,28.0,28.0,0.0,3.250452584891789,0.18752611066683397,5713490.071428571,9362317.330016296,2.0008292E7,144.0,7.9988861E7,8887651.222222222,1.0521355090986282E7,2.0008292E7,12986.0,7.9971991E7,1.999299775E7,30386.16612182852,2.0024103E7,1.9951439E7,1,0,0,0,200,100,0.12501740711122264,0.06250870355561132,0.0,28.0,17.75,12.476644848141936,155.66666666666669,0,0,0,10,15,0,0,0,0.0,18.933333333333334,12.0,28.0,0,0,0,0,0,0,2,30,1,35,16,1027,4,20,14882.5,1331.4749966359363,15835.0,12986.0,1.9978116E7,30278.862715322688,2.0008292E7,1.9936498E7,NeedManualLabel
192.168.8.100-155.133.244.50-57993-27030-6,192.168.8.100,57993,155.133.244.50,27030,6,12/06/2026 06:34:24 PM,77829301,16,16,314.0,2823.0,78.0,0.0,19.625,30.709119166788227,1380.0,0.0,176.43750000000003,346.13773149812295,40.306156674849234,0.41115620452507984,2510622.6129032257,4670205.77736057,2.1534249E7,31508.0,7.7829301E7,5188620.066666667,5685507.002833527,2.1534249E7,31508.0,7.7717851E7,5181190.066666667,5710773.599987301,2.1641444E7,144683.0,1,0,0,0,320,320,0.20557810226253992,0.20557810226253992,0.0,1380.0,96.6969696969697,250.61904417468017,62809.9053030303,0,0,0,16,32,0,0,0,1.0,99.71875,19.625,176.4375,0,0,0,1693,4,3312,1,26,1,235,1025,2046,4,20,4269701.0,4412007.592540044,1.020763E7,39750.0,1.1287021E7,6056837.756723264,2.1534249E7,5706339.0,NeedManualLabel
192.168.8.100-172.217.29.133-0-0-0,192.168.8.100,0,172.217.29.133,0,0,12/06/2026 06:35:04 PM,35686668,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.1856901854776694,463463.2207792207,867272.1669787498,5012710.0,24.0,3.5686668E7,463463.2207792207,867272.1669787498,5012710.0,24.0,0,0,0,0,0,0,0,0,0,0,0,2.1856901854776694,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1.5676418E7,0.0,1.5676418E7,1.5676418E7,5012710.0,0.0,5012710.0,5012710.0,NeedManualLabel
192.168.8.100-157.240.197.60-65129-443-6,192.168.8.100,65129,157.240.197.60,443,6,12/06/2026 06:34:23 PM,78555062,41,47,2185.0,5430.0,513.0,0.0,53.29268292682926,84.45035343396704,1392.0,0.0,115.53191489361701,246.2832278234209,96.9383742577913,1.1202333466428935,902931.747126437,2482750.146828621,1.7245145E7,1.0,7.8555062E7,1963876.5499999998,3414966.60621572,1.732628E7,615.0,7.8475144E7,1705981.3913043481,3234541.054276187,1.7245145E7,1.0,1,0,0,0,832,940,0.5219269001404391,0.5983064465024545,0.0,1392.0,86.49438202247191,189.50480466417451,35912.07099080694,0,0,0,46,88,0,0,0,1.0,87.47727272727273,53.292682926829265,115.53191489361703,0,0,0,1005,5,2069,2,145,3,362,1026,1322,21,20,3224731.6666666665,1501817.1786157815,4386047.0,245802.0,8354689.833333334,4610035.503990459,1.7245145E7,5228314.0,NeedManualLabel
192.168.8.1-192.168.8.100-0-0-0,192.168.8.1,0,192.168.8.100,0,0,12/06/2026 06:34:18 PM,77040741,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20768232226634478,5136049.4,5683335.58251226,1.1006639E7,26.0,7.7040684E7,1.1005812E7,424.4494473236433,1.1006679E7,1.1005333E7,7.7040704E7,1.1005814857142856E7,430.8918768366752,1.1006696E7,1.1005327E7,0,0,0,0,0,0,0.10384116113317239,0.10384116113317239,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,38.85714285714286,13.458932243787288,67.0,26.0,1.1005773142857144E7,423.82206508980767,1.1006639E7,1.1005296E7,NeedManualLabel
192.168.8.100-64.233.190.95-51132-443-17,192.168.8.100,51132,64.233.190.95,443,17,12/06/2026 06:35:15 PM,14368249,21,28,10522.0,9583.0,1250.0,31.0,501.0476190476191,539.750634662941,1250.0,23.0,342.25,501.6972397476095,1399.2658395605476,3.4102972463798475,299338.52083333326,1963517.1470233519,1.3618103E7,0.0,1.4262333E7,713116.65,3055560.555090106,1.3693754E7,39.0,1.4307057E7,529891.0000000001,2635425.4376497953,1.3715331E7,0.0,0,0,0,0,168,224,1.4615559627342203,1.9487412836456273,23.0,1250.0,427.1,527.142905536196,277879.64285714296,0,0,0,0,0,0,0,0,1.0,435.81632653061223,501.04761904761904,342.25,0,0,0,10052,24,26801,21,10522,28,9583,0,0,20,8,539832.0,0.0,539832.0,539832.0,1.3618103E7,0.0,1.3618103E7,1.3618103E7,NeedManualLabel
